state,date,ML,Low_90,High_90,Low_50,High_50
RN,2020-04-25,1.6400000000000001,1.06,2.25,1.43,1.92
RN,2020-04-26,1.72,1.16,2.3000000000000003,1.52,1.99
RN,2020-04-27,1.75,1.22,2.31,1.56,2.0100000000000002
RN,2020-04-28,1.81,1.31,2.36,1.62,2.05
RN,2020-04-29,1.86,1.37,2.37,1.67,2.08
RO,2020-04-09,3.0,1.01,6.99,2.04,4.45
RO,2020-04-10,2.71,1.12,4.88,2.08,3.67
RO,2020-04-11,2.82,1.36,4.57,2.27,3.62
RO,2020-04-12,2.64,1.36,4.09,2.17,3.31
RO,2020-04-14,2.64,1.48,3.9,2.19,3.19
RO,2020-04-15,2.56,1.52,3.68,2.16,3.0500000000000003
RO,2020-04-16,2.54,1.61,3.56,2.17,2.97
RO,2020-04-17,2.38,1.53,3.31,2.06,2.79
RO,2020-04-18,2.24,1.45,3.1,1.96,2.64
RO,2020-04-19,2.12,1.37,2.92,1.85,2.49
RO,2020-04-20,2.04,1.32,2.79,1.8,2.41
RO,2020-04-21,1.9000000000000001,1.22,2.63,1.6500000000000001,2.23
RO,2020-04-23,1.77,1.09,2.45,1.52,2.08
RO,2020-04-24,1.62,0.97,2.3000000000000003,1.3900000000000001,1.94
RO,2020-04-25,1.44,0.81,2.13,1.2,1.74
RO,2020-04-26,1.41,0.79,2.1,1.19,1.73
RO,2020-04-27,1.35,0.73,2.0300000000000002,1.08,1.61
RO,2020-04-28,1.32,0.6900000000000001,1.98,1.09,1.62
RO,2020-04-29,1.27,0.64,1.92,1.05,1.58
RO,2020-04-30,1.25,0.64,1.92,1.05,1.58
RR,2020-04-07,3.0,1.01,6.99,2.04,4.45
RR,2020-04-08,2.5100000000000002,1.01,4.63,1.84,3.36
RR,2020-04-09,2.71,1.27,4.48,2.16,3.5100000000000002
RR,2020-04-10,2.48,1.23,3.97,1.98,3.12
RR,2020-04-11,2.48,1.3,3.7600000000000002,2.0300000000000002,3.0500000000000003
RR,2020-04-12,2.42,1.33,3.5500000000000003,2.02,2.94
RR,2020-04-13,2.44,1.46,3.49,2.09,2.93
RR,2020-04-14,2.3000000000000003,1.3900000000000001,3.25,1.98,2.75
RR,2020-04-15,2.22,1.37,3.1,1.8800000000000001,2.59
RR,2020-04-16,2.02,1.22,2.85,1.72,2.39
RR,2020-04-17,1.9100000000000001,1.1400000000000001,2.7,1.61,2.25
RR,2020-04-18,1.6600000000000001,0.91,2.42,1.37,1.99
RR,2020-04-19,1.54,0.8200000000000001,2.31,1.25,1.86
RR,2020-04-20,1.41,0.71,2.19,1.16,1.77
RR,2020-04-21,1.45,0.72,2.18,1.18,1.78
RR,2020-04-22,1.34,0.63,2.08,1.1,1.7
RR,2020-04-23,1.33,0.62,2.06,1.05,1.6400000000000001
RR,2020-04-24,1.24,0.52,1.95,0.99,1.58
RR,2020-04-25,1.46,0.77,2.19,1.18,1.76
RR,2020-04-26,1.42,0.74,2.13,1.16,1.73
RR,2020-04-27,1.43,0.74,2.1,1.18,1.74
RR,2020-04-29,1.5,0.86,2.2,1.27,1.82
RR,2020-04-30,1.45,0.8300000000000001,2.14,1.23,1.77
RS,2020-03-13,3.0,1.01,6.99,2.04,4.45
RS,2020-03-16,3.18,1.41,5.44,2.43,4.13
RS,2020-03-18,2.87,1.41,4.5600000000000005,2.3000000000000003,3.62
RS,2020-03-19,2.85,1.57,4.2700000000000005,2.35,3.47
RS,2020-03-20,2.65,1.54,3.88,2.25,3.22
RS,2020-03-21,2.66,1.6300000000000001,3.71,2.29,3.15
RS,2020-03-22,2.5300000000000002,1.61,3.48,2.18,2.95
RS,2020-03-23,2.24,1.4000000000000001,3.12,1.94,2.65
RS,2020-03-24,2.0,1.21,2.83,1.72,2.39
RS,2020-03-25,1.86,1.11,2.67,1.58,2.22
RS,2020-03-26,1.6600000000000001,0.91,2.42,1.37,1.99
RS,2020-03-27,1.6500000000000001,0.92,2.4,1.3900000000000001,2.0
RS,2020-03-28,1.52,0.8300000000000001,2.29,1.27,1.87
RS,2020-03-29,1.61,0.92,2.35,1.37,1.96
RS,2020-03-30,1.51,0.8300000000000001,2.23,1.28,1.86
RS,2020-03-31,1.46,0.79,2.17,1.22,1.79
RS,2020-04-01,1.53,0.88,2.24,1.3,1.86
RS,2020-04-02,1.51,0.87,2.2,1.29,1.84
RS,2020-04-03,1.44,0.79,2.09,1.22,1.76
RS,2020-04-04,1.36,0.74,2.0300000000000002,1.1400000000000001,1.67
RS,2020-04-05,1.3,0.6900000000000001,1.97,1.1,1.6300000000000001
RS,2020-04-06,1.25,0.65,1.92,1.02,1.54
RS,2020-04-07,1.05,0.45,1.72,0.8200000000000001,1.34
RS,2020-04-08,0.98,0.34,1.61,0.76,1.29
RS,2020-04-09,0.89,0.25,1.52,0.62,1.1500000000000001
RS,2020-04-10,0.77,0.14,1.3800000000000001,0.55,1.09
RS,2020-04-11,0.72,0.13,1.37,0.51,1.06
RS,2020-04-12,0.71,0.09,1.33,0.46,1.01
RS,2020-04-13,0.8300000000000001,0.18,1.5,0.58,1.1500000000000001
RS,2020-04-14,0.89,0.22,1.57,0.65,1.23
RS,2020-04-15,1.01,0.31,1.69,0.77,1.35
RS,2020-04-16,1.08,0.39,1.77,0.8200000000000001,1.3900000000000001
RS,2020-04-17,1.06,0.4,1.77,0.84,1.41
RS,2020-04-18,1.07,0.41000000000000003,1.77,0.8200000000000001,1.3800000000000001
RS,2020-04-19,1.1500000000000001,0.49,1.84,0.93,1.49
RS,2020-04-20,1.23,0.58,1.9100000000000001,1.01,1.56
RS,2020-04-21,1.4000000000000001,0.78,2.08,1.1400000000000001,1.67
RS,2020-04-22,1.47,0.86,2.12,1.26,1.78
RS,2020-04-23,1.53,0.93,2.15,1.3,1.8
RS,2020-04-24,1.6300000000000001,1.05,2.23,1.44,1.93
RS,2020-04-25,1.59,1.03,2.17,1.3900000000000001,1.86
RS,2020-04-26,1.6300000000000001,1.1,2.21,1.45,1.9100000000000001
RS,2020-04-27,1.58,1.07,2.15,1.37,1.81
RS,2020-04-28,1.51,1.0,2.05,1.3,1.73
RS,2020-04-29,1.48,0.98,2.0100000000000002,1.32,1.75
RS,2020-04-30,1.43,0.92,1.93,1.26,1.68
RS,2020-05-01,1.44,0.96,1.96,1.26,1.67
SC,2020-03-17,3.0,1.01,6.99,2.04,4.45
SC,2020-03-18,3.18,1.41,5.44,2.43,4.13
SC,2020-03-19,3.0100000000000002,1.53,4.72,2.37,3.7
SC,2020-03-20,3.02,1.71,4.4,2.5500000000000003,3.67
SC,2020-03-21,2.66,1.56,3.86,2.24,3.19
SC,2020-03-22,2.5300000000000002,1.54,3.59,2.19,3.04
SC,2020-03-23,2.27,1.37,3.24,1.93,2.7
SC,2020-03-24,2.08,1.24,2.99,1.77,2.49
SC,2020-03-25,1.86,1.02,2.68,1.58,2.27
SC,2020-03-26,1.73,0.9400000000000001,2.5500000000000003,1.42,2.08
SC,2020-03-27,1.6,0.84,2.42,1.33,1.98
SC,2020-03-28,1.46,0.6900000000000001,2.24,1.19,1.83
SC,2020-03-29,1.42,0.66,2.2,1.1,1.73
SC,2020-03-30,1.3800000000000001,0.63,2.16,1.11,1.74
SC,2020-03-31,1.46,0.71,2.22,1.18,1.8
SC,2020-04-01,1.49,0.78,2.27,1.22,1.83
SC,2020-04-02,1.54,0.8200000000000001,2.27,1.29,1.8900000000000001
SC,2020-04-03,1.58,0.91,2.33,1.32,1.9000000000000001
SC,2020-04-04,1.61,0.9500000000000001,2.33,1.3800000000000001,1.95
SC,2020-04-05,2.05,1.42,2.74,1.8,2.34
SC,2020-04-06,2.0,1.4000000000000001,2.64,1.78,2.29
SC,2020-04-07,1.84,1.27,2.45,1.6500000000000001,2.14
SC,2020-04-08,1.73,1.17,2.31,1.53,2.0
SC,2020-04-09,1.54,1.01,2.13,1.34,1.8
SC,2020-04-10,1.36,0.8300000000000001,1.94,1.18,1.6400000000000001
SC,2020-04-11,1.1400000000000001,0.6,1.71,0.96,1.42
SC,2020-04-12,0.9500000000000001,0.41000000000000003,1.53,0.74,1.2
SC,2020-04-13,0.81,0.26,1.3900000000000001,0.6,1.07
SC,2020-04-14,0.44,0.02,0.97,0.27,0.71
SC,2020-04-15,0.5700000000000001,0.06,1.1300000000000001,0.37,0.85
SC,2020-04-16,0.6900000000000001,0.12,1.28,0.48,0.99
SC,2020-04-17,0.71,0.13,1.31,0.51,1.03
SC,2020-04-18,0.6900000000000001,0.12,1.3,0.48,1.0
SC,2020-04-19,0.8200000000000001,0.21,1.46,0.56,1.09
SC,2020-04-20,0.88,0.26,1.53,0.66,1.2
SC,2020-04-21,0.9,0.26,1.53,0.6900000000000001,1.23
SC,2020-04-22,1.12,0.49,1.78,0.88,1.41
SC,2020-04-23,1.48,0.88,2.13,1.24,1.75
SC,2020-04-24,2.61,2.06,3.21,2.39,2.86
SC,2020-04-25,2.62,2.13,3.15,2.44,2.86
SC,2020-04-26,2.81,2.35,3.2600000000000002,2.67,3.0500000000000003
SC,2020-04-27,2.05,1.6400000000000001,2.49,1.9000000000000001,2.25
SC,2020-04-28,1.77,1.37,2.2,1.61,1.95
SC,2020-04-29,1.45,1.04,1.86,1.31,1.6500000000000001
SC,2020-04-30,1.11,0.71,1.54,0.96,1.3
SC,2020-05-01,0.66,0.25,1.09,0.51,0.86
SP,2020-03-09,3.0,1.01,6.99,2.04,4.45
SP,2020-03-10,5.25,3.12,7.4,4.45,6.23
SP,2020-03-11,3.93,2.5500000000000003,5.37,3.45,4.62
SP,2020-03-12,3.8000000000000003,2.7,4.88,3.4,4.3
SP,2020-03-14,3.4,2.54,4.33,3.11,3.85
SP,2020-03-16,3.18,2.45,3.98,2.92,3.5500000000000003
SP,2020-03-17,2.1,1.41,2.8000000000000003,1.82,2.39
SP,2020-03-18,1.96,1.31,2.65,1.71,2.2600000000000002
SP,2020-03-19,1.71,1.09,2.4,1.49,2.0300000000000002
SP,2020-03-20,1.46,0.8300000000000001,2.12,1.23,1.76
SP,2020-03-21,2.31,1.71,2.96,2.12,2.64
SP,2020-03-22,2.75,2.2,3.34,2.56,3.0300000000000002
SP,2020-03-23,2.83,2.34,3.36,2.65,3.0700000000000003
SP,2020-03-24,1.76,1.3,2.2600000000000002,1.61,2.0100000000000002
SP,2020-03-25,1.37,0.89,1.85,1.22,1.62
SP,2020-03-26,2.25,1.79,2.73,2.1,2.49
SP,2020-03-27,2.64,2.22,3.08,2.5100000000000002,2.87
SP,2020-03-28,2.89,2.52,3.29,2.77,3.09
SP,2020-03-29,2.92,2.58,3.27,2.81,3.1
SP,2020-03-30,2.61,2.3000000000000003,2.93,2.5,2.7600000000000002
SP,2020-03-31,2.39,2.1,2.69,2.3000000000000003,2.5500000000000003
SP,2020-04-01,1.8800000000000001,1.62,2.19,1.8,2.04
SP,2020-04-02,1.6500000000000001,1.3900000000000001,1.95,1.55,1.78
SP,2020-04-03,1.33,1.07,1.62,1.25,1.48
SP,2020-04-04,1.09,0.8200000000000001,1.37,1.0,1.23
SP,2020-04-05,1.1,0.8300000000000001,1.3800000000000001,1.01,1.24
SP,2020-04-06,1.33,1.08,1.6300000000000001,1.25,1.48
SP,2020-04-07,1.28,1.01,1.54,1.19,1.41
SP,2020-04-08,1.19,0.9400000000000001,1.47,1.11,1.33
SP,2020-04-09,0.9500000000000001,0.6900000000000001,1.22,0.86,1.08
SP,2020-04-10,0.86,0.61,1.1500000000000001,0.76,0.98
SP,2020-04-11,1.24,0.97,1.5,1.1400000000000001,1.36
SP,2020-04-12,0.9500000000000001,0.6900000000000001,1.22,0.86,1.08
SP,2020-04-13,1.27,1.03,1.56,1.19,1.41
SP,2020-04-14,1.62,1.3800000000000001,1.8900000000000001,1.54,1.75
SP,2020-04-15,1.53,1.3,1.79,1.44,1.6400000000000001
SP,2020-04-16,1.44,1.21,1.69,1.37,1.57
SP,2020-04-17,1.29,1.06,1.53,1.22,1.42
SP,2020-04-18,1.03,0.8,1.27,0.96,1.16
SP,2020-04-19,0.8300000000000001,0.6,1.08,0.75,0.9500000000000001
SP,2020-04-20,0.6,0.36,0.85,0.5,0.7000000000000001
SP,2020-04-21,1.47,1.24,1.72,1.3900000000000001,1.59
SP,2020-04-22,1.32,1.1,1.57,1.22,1.41
SP,2020-04-23,1.49,1.27,1.73,1.41,1.6
SP,2020-04-24,2.05,1.84,2.27,1.98,2.16
SP,2020-04-25,2.06,1.87,2.27,2.0100000000000002,2.18
SP,2020-04-26,1.99,1.81,2.19,1.93,2.09
SP,2020-04-27,1.79,1.61,1.97,1.73,1.8800000000000001
SP,2020-04-28,1.59,1.42,1.77,1.54,1.69
SP,2020-04-29,1.45,1.29,1.6300000000000001,1.3900000000000001,1.53
SP,2020-04-30,1.21,1.05,1.3900000000000001,1.1500000000000001,1.29
SP,2020-05-01,1.42,1.26,1.59,1.37,1.51
